sku,product_name,category,collection,material,secondary_material,color_palette,style_tags,msrp,length_cm,width_cm,height_cm,weight_kg,description,image_url,status,launch_year
SKU-0376,Urban Loft Concrete Bed Frame Slim,Bed Frame,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,980.28,231.5,155.9,43.2,47.9,Minimalist concrete bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0376.jpg,Active,2022
SKU-0377,Urban Loft Reclaimed Wood Bed Frame Wide,Bed Frame,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,814.79,191.7,170.4,36.2,45.3,Platform reclaimed wood bed frame with integrated headboard.,https://catalog.example.com/images/SKU-0377.jpg,Active,2023
SKU-0378,Urban Loft Reclaimed Wood Side Table,Side Table,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,1307.56,48.3,53.2,59.3,9.9,Round reclaimed wood side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0378.jpg,Active,2020
SKU-0379,Urban Loft Iron Side Table II,Side Table,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,598.2,47.7,52.5,61.5,9.3,Round iron side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0379.jpg,Active,2021
SKU-0380,Urban Loft Concrete Side Table Slim,Side Table,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,408.96,55.6,48.8,53.5,9.5,Compact concrete side table with a single drawer.,https://catalog.example.com/images/SKU-0380.jpg,Active,2020
SKU-0381,Urban Loft Reclaimed Wood Side Table Wide,Side Table,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,2862.48,50.7,50.6,54.2,9.0,Geometric reclaimed wood accent table for beside your sofa.,https://catalog.example.com/images/SKU-0381.jpg,Active,2020
SKU-0382,Urban Loft Iron Side Table Compact,Side Table,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,183.08,45.6,53.9,58.2,10.3,Compact iron side table with a single drawer.,https://catalog.example.com/images/SKU-0382.jpg,Limited Edition,2020
SKU-0383,Urban Loft Reclaimed Wood Console,Console,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,1819.44,115.1,35.8,87.7,24.7,Slim reclaimed wood console table for entryways and hallways.,https://catalog.example.com/images/SKU-0383.jpg,Active,2020
SKU-0384,Urban Loft Iron Console II,Console,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,2728.47,118.2,44.2,71.4,27.5,Elegant iron console with two open shelves below.,https://catalog.example.com/images/SKU-0384.jpg,Active,2025
SKU-0385,Urban Loft Concrete Console Slim,Console,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,1274.75,126.3,39.3,77.2,27.4,Slim concrete console table for entryways and hallways.,https://catalog.example.com/images/SKU-0385.jpg,Active,2022
SKU-0386,Urban Loft Reclaimed Wood Console Wide,Console,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,1420.13,115.5,41.1,75.1,23.8,Slim reclaimed wood console table for entryways and hallways.,https://catalog.example.com/images/SKU-0386.jpg,Active,2024
SKU-0387,Urban Loft Iron Console Compact,Console,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,1514.24,123.1,36.5,74.2,27.3,Slim iron console table for entryways and hallways.,https://catalog.example.com/images/SKU-0387.jpg,Discontinued,2021
SKU-0388,Urban Loft Concrete Console XL,Console,Urban Loft,concrete,reclaimed wood,Grey Concrete / Dark Iron,industrial | rustic | urban,1946.65,139.2,44.7,85.4,24.2,Narrow concrete console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0388.jpg,Discontinued,2023
SKU-0389,Urban Loft Reclaimed Wood Desk,Desk,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,2750.13,134.0,66.1,66.5,30.7,Mid-century reclaimed wood desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0389.jpg,Active,2022
SKU-0390,Urban Loft Iron Desk II,Desk,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,315.99,141.0,74.5,84.0,33.4,Standing-height adjustable iron desk for home offices.,https://catalog.example.com/images/SKU-0390.jpg,Active,2021
SKU-0391,Urban Loft Concrete Desk Slim,Desk,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,2021.06,141.1,74.9,79.3,31.9,Standing-height adjustable concrete desk for home offices.,https://catalog.example.com/images/SKU-0391.jpg,Active,2024
SKU-0392,Urban Loft Reclaimed Wood Desk Wide,Desk,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,2561.54,135.1,75.7,81.2,27.7,Standing-height adjustable reclaimed wood desk for home offices.,https://catalog.example.com/images/SKU-0392.jpg,Discontinued,2022
SKU-0393,Urban Loft Iron Desk Compact,Desk,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,2446.7,135.3,71.5,78.7,28.9,Mid-century iron desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0393.jpg,Discontinued,2024
SKU-0394,Urban Loft Reclaimed Wood Nightstand,Nightstand,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,1753.86,54.0,43.0,61.2,12.1,Two-drawer reclaimed wood nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0394.jpg,Active,2023
SKU-0395,Urban Loft Iron Nightstand II,Nightstand,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,257.2,46.8,37.3,55.3,10.6,Two-drawer iron nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0395.jpg,Discontinued,2021
SKU-0396,Urban Loft Concrete Nightstand Slim,Nightstand,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,2447.37,52.6,44.0,59.5,11.5,Floating concrete nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0396.jpg,Active,2021
SKU-0397,Urban Loft Reclaimed Wood Nightstand Wide,Nightstand,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,1820.84,53.3,43.3,59.8,13.3,Two-drawer reclaimed wood nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0397.jpg,Active,2025
SKU-0398,Zen Garden Bamboo Dining Table,Dining Table,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1276.45,192.2,95.7,83.6,47.5,"Generously proportioned dining table for family gatherings, crafted from bamboo.",https://catalog.example.com/images/SKU-0398.jpg,Active,2025
SKU-0399,Zen Garden Stone Dining Table II,Dining Table,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,2886.89,191.2,105.0,76.1,49.2,"Sturdy stone table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0399.jpg,Discontinued,2022
SKU-0400,Zen Garden Cotton Dining Table Slim,Dining Table,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,785.23,215.1,97.1,79.2,42.8,"Sturdy cotton table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0400.jpg,Active,2025
SKU-0401,Zen Garden Bamboo Dining Table Wide,Dining Table,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,154.12,221.5,97.4,83.9,50.0,"Sturdy bamboo table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0401.jpg,Active,2021
SKU-0402,Zen Garden Stone Dining Table Compact,Dining Table,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1865.81,186.6,101.6,82.9,41.1,"Sturdy stone table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0402.jpg,Limited Edition,2020
SKU-0403,Zen Garden Cotton Dining Table XL,Dining Table,Zen Garden,cotton,bamboo,Natural Cotton / Slate Stone,japanese | minimalist | natural,827.29,184.1,109.2,67.6,47.3,Elegant cotton dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0403.jpg,Limited Edition,2025
SKU-0404,Zen Garden Bamboo Chair,Chair,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1421.9,51.2,57.5,86.8,8.6,"Light yet durable bamboo chair, perfect for everyday use.",https://catalog.example.com/images/SKU-0404.jpg,Limited Edition,2020
SKU-0405,Zen Garden Stone Chair II,Chair,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,286.22,58.1,61.2,98.3,8.0,"Light yet durable stone chair, perfect for everyday use.",https://catalog.example.com/images/SKU-0405.jpg,Active,2022
SKU-0406,Zen Garden Cotton Chair Slim,Chair,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1705.17,59.3,58.8,91.7,8.5,Comfortable cotton dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0406.jpg,Active,2021
SKU-0407,Zen Garden Bamboo Chair Wide,Chair,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,1435.17,52.3,52.6,99.8,7.2,Comfortable bamboo dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0407.jpg,Active,2023
SKU-0408,Zen Garden Stone Chair Compact,Chair,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,607.58,55.6,60.3,81.2,8.2,Comfortable stone dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0408.jpg,Discontinued,2023
SKU-0409,Zen Garden Bamboo Sofa,Sofa,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,237.33,202.3,103.9,78.0,49.7,Classic 3-seater bamboo sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0409.jpg,Active,2021
SKU-0410,Zen Garden Stone Sofa II,Sofa,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,1315.45,231.7,100.2,80.2,52.1,Classic 3-seater stone sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0410.jpg,Active,2020
SKU-0411,Zen Garden Cotton Sofa Slim,Sofa,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,290.46,222.6,94.8,75.9,48.5,Classic 3-seater cotton sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0411.jpg,Active,2022
SKU-0412,Zen Garden Bamboo Sofa Wide,Sofa,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,2497.11,225.3,88.2,75.3,50.7,Classic 3-seater bamboo sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0412.jpg,Active,2020
SKU-0413,Zen Garden Stone Sofa Compact,Sofa,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1498.68,209.9,92.7,84.8,57.1,Deep-seated stone sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0413.jpg,Active,2025
SKU-0414,Zen Garden Cotton Sofa XL,Sofa,Zen Garden,cotton,bamboo,Natural Cotton / Slate Stone,japanese | minimalist | natural,1699.76,213.2,92.3,78.6,49.0,Deep-seated cotton sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0414.jpg,Active,2023
SKU-0415,Zen Garden Bamboo Bookshelf,Bookshelf,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,793.79,91.4,32.1,188.5,31.6,Tall bamboo bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0415.jpg,Limited Edition,2022
SKU-0416,Zen Garden Stone Bookshelf II,Bookshelf,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,2452.31,100.2,35.8,182.3,37.9,Tall stone bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0416.jpg,Discontinued,2023
SKU-0417,Zen Garden Cotton Bookshelf Slim,Bookshelf,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2901.04,97.9,34.8,196.5,34.8,Wall-mounted cotton shelf system for books and décor.,https://catalog.example.com/images/SKU-0417.jpg,Active,2023
SKU-0418,Zen Garden Bamboo Bookshelf Wide,Bookshelf,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,2721.92,80.0,35.6,180.7,35.6,Wall-mounted bamboo shelf system for books and décor.,https://catalog.example.com/images/SKU-0418.jpg,Discontinued,2021
SKU-0419,Zen Garden Stone Bookshelf Compact,Bookshelf,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,491.8,82.9,39.1,200.4,37.6,Tall stone bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0419.jpg,Active,2020
SKU-0420,Zen Garden Bamboo Coffee Table,Coffee Table,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,372.35,118.1,67.2,46.4,21.6,Nesting bamboo coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0420.jpg,Active,2022
SKU-0421,Zen Garden Stone Coffee Table II,Coffee Table,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,2744.79,108.1,60.8,45.6,21.7,Low-profile stone coffee table with rounded edges.,https://catalog.example.com/images/SKU-0421.jpg,Discontinued,2023
SKU-0422,Zen Garden Cotton Coffee Table Slim,Coffee Table,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2762.91,128.3,61.8,45.2,19.6,Low-profile cotton coffee table with rounded edges.,https://catalog.example.com/images/SKU-0422.jpg,Active,2021
SKU-0423,Zen Garden Bamboo Coffee Table Wide,Coffee Table,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,571.37,122.4,66.7,40.7,18.1,Nesting bamboo coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0423.jpg,Active,2022
SKU-0424,Zen Garden Stone Coffee Table Compact,Coffee Table,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2621.3,130.9,56.6,46.7,20.3,Round stone coffee table combining form and function.,https://catalog.example.com/images/SKU-0424.jpg,Active,2020
SKU-0425,Zen Garden Bamboo Bed Frame,Bed Frame,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,933.93,216.0,166.9,39.1,48.7,Platform bamboo bed frame with integrated headboard.,https://catalog.example.com/images/SKU-0425.jpg,Active,2025
SKU-0426,Zen Garden Stone Bed Frame II,Bed Frame,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,826.1,208.8,151.1,38.8,48.1,Queen-size stone bed frame with slatted base support.,https://catalog.example.com/images/SKU-0426.jpg,Active,2022
SKU-0427,Zen Garden Cotton Bed Frame Slim,Bed Frame,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,947.99,228.1,167.1,44.5,46.7,Minimalist cotton bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0427.jpg,Active,2025
SKU-0428,Zen Garden Bamboo Bed Frame Wide,Bed Frame,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,1411.87,198.4,156.8,41.4,46.3,Minimalist bamboo bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0428.jpg,Active,2023
SKU-0429,Zen Garden Bamboo Side Table,Side Table,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1529.71,54.4,53.9,60.2,9.2,Round bamboo side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0429.jpg,Active,2025
SKU-0430,Zen Garden Stone Side Table II,Side Table,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,1593.37,53.4,50.3,61.0,9.2,Compact stone side table with a single drawer.,https://catalog.example.com/images/SKU-0430.jpg,Active,2020
SKU-0431,Zen Garden Cotton Side Table Slim,Side Table,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,860.05,44.6,48.3,55.7,9.7,Geometric cotton accent table for beside your sofa.,https://catalog.example.com/images/SKU-0431.jpg,Active,2024
SKU-0432,Zen Garden Bamboo Side Table Wide,Side Table,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,1280.29,52.2,46.9,59.8,9.9,Compact bamboo side table with a single drawer.,https://catalog.example.com/images/SKU-0432.jpg,Active,2024
SKU-0433,Zen Garden Stone Side Table Compact,Side Table,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1720.3,46.0,54.7,63.6,10.5,Geometric stone accent table for beside your sofa.,https://catalog.example.com/images/SKU-0433.jpg,Active,2020
SKU-0434,Zen Garden Cotton Side Table XL,Side Table,Zen Garden,cotton,bamboo,Natural Cotton / Slate Stone,japanese | minimalist | natural,1250.71,54.2,53.4,55.9,9.3,Compact cotton side table with a single drawer.,https://catalog.example.com/images/SKU-0434.jpg,Active,2025
SKU-0435,Zen Garden Bamboo Console,Console,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,915.89,130.4,43.5,89.0,26.1,Elegant bamboo console with two open shelves below.,https://catalog.example.com/images/SKU-0435.jpg,Active,2021
SKU-0436,Zen Garden Stone Console II,Console,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,1994.01,139.4,37.3,82.1,27.7,Narrow stone console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0436.jpg,Limited Edition,2025
SKU-0437,Zen Garden Cotton Console Slim,Console,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1980.81,142.3,43.4,79.2,23.3,Elegant cotton console with two open shelves below.,https://catalog.example.com/images/SKU-0437.jpg,Active,2025
SKU-0438,Zen Garden Bamboo Console Wide,Console,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,1632.82,126.8,36.2,80.2,26.0,Narrow bamboo console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0438.jpg,Active,2024
SKU-0439,Zen Garden Bamboo Desk,Desk,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1841.25,133.2,63.4,67.1,33.5,Standing-height adjustable bamboo desk for home offices.,https://catalog.example.com/images/SKU-0439.jpg,Limited Edition,2022
SKU-0440,Zen Garden Stone Desk II,Desk,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,2604.25,145.2,77.6,77.7,27.8,Standing-height adjustable stone desk for home offices.,https://catalog.example.com/images/SKU-0440.jpg,Discontinued,2021
SKU-0441,Zen Garden Cotton Desk Slim,Desk,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2713.11,136.8,67.0,68.5,26.6,Mid-century cotton desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0441.jpg,Active,2022
SKU-0442,Zen Garden Bamboo Desk Wide,Desk,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,888.36,136.8,74.0,76.5,33.6,Standing-height adjustable bamboo desk for home offices.,https://catalog.example.com/images/SKU-0442.jpg,Active,2022
SKU-0443,Zen Garden Stone Desk Compact,Desk,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2219.67,146.3,72.3,74.6,33.2,Spacious stone writing desk with cable management.,https://catalog.example.com/images/SKU-0443.jpg,Active,2024
SKU-0444,Zen Garden Cotton Desk XL,Desk,Zen Garden,cotton,bamboo,Natural Cotton / Slate Stone,japanese | minimalist | natural,1004.56,151.4,76.3,69.3,27.1,Spacious cotton writing desk with cable management.,https://catalog.example.com/images/SKU-0444.jpg,Active,2025
SKU-0445,Zen Garden Bamboo Nightstand,Nightstand,Zen Garden,bamboo,stone,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2215.78,53.2,37.0,57.4,11.5,Petite bamboo nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0445.jpg,Active,2021
SKU-0446,Zen Garden Stone Nightstand II,Nightstand,Zen Garden,stone,cotton,Natural Cotton / Slate Stone,japanese | minimalist | natural,1161.56,54.5,39.2,60.1,11.6,Petite stone nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0446.jpg,Discontinued,2022
SKU-0447,Zen Garden Cotton Nightstand Slim,Nightstand,Zen Garden,cotton,bamboo,Light Bamboo / Pebble Grey,japanese | minimalist | natural,1470.72,49.6,43.5,56.1,13.3,Two-drawer cotton nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0447.jpg,Active,2023
SKU-0448,Zen Garden Bamboo Nightstand Wide,Nightstand,Zen Garden,bamboo,stone,Natural Cotton / Slate Stone,japanese | minimalist | natural,2683.86,45.4,41.7,55.4,11.7,Petite bamboo nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0448.jpg,Active,2021
SKU-0449,Zen Garden Stone Nightstand Compact,Nightstand,Zen Garden,stone,cotton,Light Bamboo / Pebble Grey,japanese | minimalist | natural,2977.19,48.9,40.7,60.4,11.9,Floating stone nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0449.jpg,Active,2025
